ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
AT0000A0E9W5,SANT,S+T AG (Z.REG.MK.Z.)O.N.,Common stock,EUR,2504159,2020-11-24,08:00,18.94,18.94,18.87,18.87,1183,3
DE000A0DJ6J9,S92,SMA SOLAR TECHNOL.AG,Common stock,EUR,2504287,2020-11-24,08:00,47.96,48.02,47.96,48.02,2081,2
DE000A0D6554,NDX1,NORDEX SE O.N.,Common stock,EUR,2504290,2020-11-24,08:00,19.9,19.95,19.84,19.93,42563,15
DE000A0D9PT0,MTX,MTU AERO ENGINES NA O.N.,Common stock,EUR,2504297,2020-11-24,08:00,199.65,200.1,199.65,199.7,3963,19
DE000A0HN5C6,DWNI,DEUTSCHE WOHNEN SE INH,Common stock,EUR,2504314,2020-11-24,08:00,41.29,41.31,41.28,41.28,12100,8
DE000A0LAUP1,CE2,CROPENERGIES AG,Common stock,EUR,2504376,2020-11-24,08:00,13.4,13.4,13.4,13.4,73,2
DE000A0LD2U1,AOX,ALSTRIA OFFICE REIT-AG,Common stock,EUR,2504379,2020-11-24,08:00,13.8,13.83,13.8,13.81,2249,9
DE000A0LD6E6,GXI,GERRESHEIMER AG,Common stock,EUR,2504380,2020-11-24,08:00,98.8,98.8,98.7,98.8,2097,9
DE000A0S8488,HHFA,HAMBURG.HAFEN LOG.A-SP NA,Common stock,EUR,2504409,2020-11-24,08:00,18.46,18.46,18.4,18.4,307,4
DE000A0WMPJ6,AIXA,AIXTRON SE NA O.N.,Common stock,EUR,2504428,2020-11-24,08:00,11.225,11.265,11.225,11.265,3534,4
DE000A0Z2ZZ5,FNTN,FREENET AG NA O.N.,Common stock,EUR,2504438,2020-11-24,08:00,17.1,17.1,17.07,17.095,7439,14
DE000A1DAHH0,BNR,BRENNTAG AG NA O.N.,Common stock,EUR,2504453,2020-11-24,08:00,63.96,63.96,63.7,63.86,2285,17
DE000A1EWWW0,ADS,ADIDAS AG NA O.N.,Common stock,EUR,2504471,2020-11-24,08:00,281.6,281.9,281,281.5,5490,24
DE000A1J5RX9,O2D,TELEFONICA DTLD HLDG NA,Common stock,EUR,2504492,2020-11-24,08:00,2.299,2.3,2.299,2.299,39319,6
DE000A1ML7J1,VNA,VONOVIA SE NA O.N.,Common stock,EUR,2504501,2020-11-24,08:00,56.42,56.48,56.42,56.44,26883,23
DE000A1MMCC8,ILM1,MEDIOS AG  O.N.,Common stock,EUR,2504502,2020-11-24,08:00,29.6,29.6,29.4,29.4,118,3
DE000A1PHFF7,BOSS,HUGO BOSS AG NA O.N.,Common stock,EUR,2504512,2020-11-24,08:00,26.77,26.99,26.77,26.88,11949,20
DE000A1TNUT7,DBAN,DT.BETEILIG.AG   NA O.N.,Common stock,EUR,2504519,2020-11-24,08:00,34.45,34.45,34.45,34.45,197,1
DE000A1X3XX4,DIC,DIC ASSET AG NA O.N.,Common stock,EUR,2504532,2020-11-24,08:00,12.42,12.48,12.42,12.44,3195,9
DE000A12DM80,G24,SCOUT24 AG NA O.N.,Common stock,EUR,2504556,2020-11-24,08:00,63.5,63.55,63.35,63.35,3712,15
DE000A13SX22,HLE,HELLA GMBH+CO. KGAA O.N.,Common stock,EUR,2504580,2020-11-24,08:00,47.54,47.68,47.54,47.68,1026,3
DE000A161N30,GLJ,GRENKE AG NA O.N.,Common stock,EUR,2504606,2020-11-24,08:00,39.5,39.5,39.28,39.28,6010,7
DE000BASF111,BAS,BASF SE NA O.N.,Common stock,EUR,2504663,2020-11-24,08:00,59.08,59.2,59.04,59.2,29608,44
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2504664,2020-11-24,08:00,47.715,47.81,47.715,47.8,47561,29
DE000CBK1001,CBK,COMMERZBANK AG,Common stock,EUR,2504665,2020-11-24,08:00,5.3,5.3,5.278,5.294,175589,22
DE000ENAG999,EOAN,E.ON SE NA O.N.,Common stock,EUR,2504666,2020-11-24,08:00,9.05,9.06,9.042,9.054,65725,27
DE000EVNK013,EVK,EVONIK INDUSTRIES NA O.N.,Common stock,EUR,2504806,2020-11-24,08:00,24.65,24.65,24.62,24.63,3207,4
DE000KC01000,KCO,KLOECKNER + CO SE NA O.N.,Common stock,EUR,2504810,2020-11-24,08:00,6.705,6.705,6.705,6.705,10184,1
DE000KGX8881,KGX,KION GROUP AG,Common stock,EUR,2504811,2020-11-24,08:00,68.32,68.4,68.18,68.34,5118,23
DE000KSAG888,SDF,K+S AG NA O.N.,Common stock,EUR,2504812,2020-11-24,08:00,7.164,7.164,7.164,7.164,5517,1
DE000LED4000,OSR,OSRAM LICHT AG NA O.N.,Common stock,EUR,2504813,2020-11-24,08:00,51.94,52,51.94,52,189,5
DE000LEG1110,LEG,LEG IMMOBILIEN AG NA O.N.,Common stock,EUR,2504814,2020-11-24,08:00,116.8,116.8,116.74,116.8,1050,5
DE000PAT1AG3,PAT,PATRIZIA AG NA ON,Common stock,EUR,2504817,2020-11-24,08:00,24.4,24.4,24.4,24.4,9,1
DE000PSM7770,PSM,PROSIEBENSAT.1  NA O.N.,Common stock,EUR,2504848,2020-11-24,08:00,12.46,12.475,12.445,12.475,6168,7
DE000SHA0159,SHA,SCHAEFFLER AG INH. VZO,Common stock,EUR,2504849,2020-11-24,08:00,6.235,6.285,6.235,6.285,5930,6
DE000STRA555,SBS,STRATEC SE  NA O.N.,Common stock,EUR,2504851,2020-11-24,08:00,113.6,113.6,113.6,113.6,243,1
DE000TCAG172,TC1,TELE COLUMBUS AG NA O.N.,Common stock,EUR,2504853,2020-11-24,08:00,2.375,2.375,2.375,2.375,1280,1
DE000TLX1005,TLX,TALANX AG NA O.N.,Common stock,EUR,2504854,2020-11-24,08:00,31,31.08,31,31.08,5950,7
DE000UNSE018,UN01,UNIPER SE  NA O.N.,Common stock,EUR,2504856,2020-11-24,08:00,28.38,28.42,28.38,28.42,1625,5
DE000WACK012,WAC,WACKER NEUSON SE NA O.N.,Common stock,EUR,2504858,2020-11-24,08:00,16.13,16.13,16.1,16.1,5324,4
DE000WAF3001,WAF,SILTRONIC AG NA O.N.,Common stock,EUR,2504859,2020-11-24,08:00,98.48,98.48,98.26,98.26,1437,3
DE000ZAL1111,ZAL,ZALANDO SE,Common stock,EUR,2504863,2020-11-24,08:00,80.08,80.18,79.96,79.96,5633,9
DE0005089031,UTDI,UTD.INTERNET AG NA,Common stock,EUR,2504878,2020-11-24,08:00,32.89,32.95,32.89,32.92,2827,10
DE0005093108,AAD,AMADEUS FIRE AG,Common stock,EUR,2504879,2020-11-24,08:00,114,114,113.8,114,111,4
DE0005103006,ADV,ADVA OPT.NETW.SE  O.N.,Common stock,EUR,2504881,2020-11-24,08:00,7.18,7.19,7.18,7.19,851,2
DE0005111702,ZO1,ZOOPLUS AG,Common stock,EUR,2504885,2020-11-24,08:00,162.8,162.8,162,162.2,245,11
DE0005140008,DBK,DEUTSCHE BANK AG NA O.N.,Common stock,EUR,2504888,2020-11-24,08:00,9.355,9.377,9.349,9.362,157424,67
DE0005157101,HNL,DR. HOENLE AG O.N.,Common stock,EUR,2504893,2020-11-24,08:00,52,52,51.6,51.6,298,3
DE0005158703,BC8,BECHTLE AG O.N.,Common stock,EUR,2504894,2020-11-24,08:00,182,182.2,181.8,181.9,2547,16
DE0005190003,BMW,BAY.MOTOREN WERKE AG ST,Common stock,EUR,2504900,2020-11-24,08:00,74.85,74.9,74.75,74.77,20732,43
DE0005190037,BMW3,BAY.MOTOREN WERKE  VZO,Common stock,EUR,2504901,2020-11-24,08:00,55.45,55.5,55.45,55.5,1633,16
DE0005200000,BEI,BEIERSDORF AG O.N.,Common stock,EUR,2504906,2020-11-24,08:00,96.24,96.24,95.96,95.96,3705,13
DE0005313704,AFX,CARL ZEISS MEDITEC AG,Common stock,EUR,2504922,2020-11-24,08:00,116.2,116.2,115.7,115.7,735,9
DE0005403901,CWC,CEWE STIFT.KGAA  O.N.,Common stock,EUR,2504924,2020-11-24,08:00,92,92.1,92,92.1,114,6
DE0005408116,ARL,AAREAL BANK AG,Common stock,EUR,2504927,2020-11-24,08:00,19.74,19.74,19.74,19.74,572,1
DE0005419105,COK,CANCOM SE O.N.,Common stock,EUR,2504930,2020-11-24,08:00,44.4,44.4,44.4,44.4,249,1
DE0005470306,EVD,CTS EVENTIM KGAA,Common stock,EUR,2504934,2020-11-24,08:00,51,51,51,51,565,1
DE0005470405,LXS,LANXESS AG,Common stock,EUR,2504935,2020-11-24,08:00,55.7,55.7,55.7,55.7,1020,1
DE0005493092,BVB,BORUSSIA DORTMUND,Common stock,EUR,2504940,2020-11-24,08:00,5.75,5.75,5.745,5.745,7433,4
DE0005493365,HYQ,HYPOPORT SE  NA O.N.,Common stock,EUR,2504941,2020-11-24,08:00,442,442,441.5,442,66,3
DE0005545503,DRI,1+1 DRILLISCH AG O.N.,Common stock,EUR,2504950,2020-11-24,08:00,19.17,19.17,19.055,19.075,1405,8
DE0005550602,DRW8,DRAEGERWERK ST.A.O.N.,Common stock,EUR,2504951,2020-11-24,08:00,59.8,59.8,59.8,59.8,110,1
DE0005550636,DRW3,DRAEGERWERK VZO O.N.,Common stock,EUR,2504952,2020-11-24,08:00,68.5,68.5,68.3,68.3,494,5
DE0005552004,DPW,DEUTSCHE POST AG NA O.N.,Common stock,EUR,2504953,2020-11-24,08:00,39.38,39.38,39.33,39.36,45437,21
DE0005557508,DTE,DT.TELEKOM AG NA,Common stock,EUR,2504954,2020-11-24,08:00,14.9,14.91,14.875,14.91,167782,65
DE0005565204,DUE,DUERR AG O.N.,Common stock,EUR,2504956,2020-11-24,08:00,29.12,29.44,29.12,29.44,9337,24
DE0005659700,EUZ,ECKERT+ZIEGLER AG O.N.,Common stock,EUR,2504962,2020-11-24,08:00,42.24,42.24,42.24,42.24,127,1
DE0005664809,EVT,EVOTEC SE  INH O.N.,Common stock,EUR,2504963,2020-11-24,08:00,25.55,25.58,25.5,25.55,21876,22
DE0005772206,FIE,FIELMANN AG O.N.,Common stock,EUR,2504969,2020-11-24,08:00,63.15,63.15,63.15,63.15,288,1
DE0005773303,FRA,FRAPORT AG FFM.AIRPORT,Common stock,EUR,2504970,2020-11-24,08:00,48,48,47.8,47.8,9924,13
DE0005785604,FRE,FRESENIUS SE+CO.KGAA O.N.,Common stock,EUR,2504973,2020-11-24,08:00,37.87,37.9,37.86,37.9,12007,8
DE0005785802,FME,FRESEN.MED.CARE KGAA O.N.,Common stock,EUR,2504974,2020-11-24,08:00,71.32,71.4,71.18,71.18,5820,15
DE0005790406,FPE,FUCHS PETROLUB SE O.N.,Common stock,EUR,2504975,2020-11-24,08:00,38.4,38.4,38.4,38.4,8,1
DE0005790430,FPE3,FUCHS PETROL.SE VZO O.N.,Common stock,EUR,2504976,2020-11-24,08:00,48.28,48.3,48.2,48.28,785,8
DE0005909006,GBF,BILFINGER SE O.N.,Common stock,EUR,2504986,2020-11-24,08:00,23.32,23.32,23.32,23.32,1836,1
DE0006013006,HAB,HAMBORNER REIT AG O.N.,Common stock,EUR,2504998,2020-11-24,08:00,8.94,8.94,8.933,8.933,298,2
DE0006047004,HEI,HEIDELBERGCEMENT AG O.N.,Common stock,EUR,2505002,2020-11-24,08:00,59.58,59.76,59.58,59.74,6619,13
DE0006048408,HEN,HENKEL AG+CO.KGAA ST O.N.,Common stock,EUR,2505003,2020-11-24,08:00,78.6,79,78.6,79,1164,13
DE0006048432,HEN3,HENKEL AG+CO.KGAA VZO,Common stock,EUR,2505004,2020-11-24,08:00,87.88,88.1,87.84,87.86,5485,25
DE0006062144,1COV,COVESTRO AG  O.N.,Common stock,EUR,2505008,2020-11-24,08:00,46.56,46.56,46.36,46.41,19071,19
DE0006070006,HOT,HOCHTIEF AG,Common stock,EUR,2505009,2020-11-24,08:00,80.05,80.55,79.95,80.55,1217,20
DE0006083405,HBH,HORNBACH HOLD.ST O.N.,Common stock,EUR,2505010,2020-11-24,08:00,85.8,85.8,85.8,85.8,1,1
DE0006084403,HBM,HORNBACH BAUMARKT AG O.N.,Common stock,EUR,2505011,2020-11-24,08:00,37.4,37.4,37.4,37.4,48,1
DE0006095003,CAP,ENCAVIS AG  INH. O.N.,Common stock,EUR,2505012,2020-11-24,08:00,16.76,16.76,16.76,16.76,15598,1
DE0006200108,INH,INDUS HOLDING AG,Common stock,EUR,2505014,2020-11-24,08:00,31.55,31.55,31.55,31.55,197,5
DE0006202005,SZG,SALZGITTER AG O.N.,Common stock,EUR,2505016,2020-11-24,08:00,16.4,16.4,16.4,16.4,10515,2
DE0006219934,JUN3,JUNGHEINRICH AG O.N.VZO,Common stock,EUR,2505020,2020-11-24,08:00,36.62,36.64,36.52,36.52,1685,10
DE0006231004,IFX,INFINEON TECH.AG NA O.N.,Common stock,EUR,2505024,2020-11-24,08:00,28,28,27.885,27.915,92777,51
DE0006335003,KRN,KRONES AG O.N.,Common stock,EUR,2505038,2020-11-24,08:00,59.1,59.1,59.1,59.1,5,1
DE0006450000,LPK,LPKF LASER+ELECTRON.,Common stock,EUR,2505039,2020-11-24,08:00,22.15,22.35,22.15,22.35,6731,7
DE0006452907,NEM,NEMETSCHEK SE O.N.,Common stock,EUR,2505040,2020-11-24,08:00,63.5,63.5,63.15,63.15,1232,10
DE0006599905,MRK,MERCK KGAA O.N.,Common stock,EUR,2505050,2020-11-24,08:00,130.4,130.8,130.4,130.5,4316,16
DE0006602006,G1A,GEA GROUP AG,Common stock,EUR,2505051,2020-11-24,08:00,28.82,28.82,28.82,28.82,1904,1
DE0006632003,MOR,MORPHOSYS AG O.N.,Common stock,EUR,2505055,2020-11-24,08:00,91.2,91.36,91.2,91.36,1574,15
DE0006766504,NDA,AURUBIS AG,Common stock,EUR,2505060,2020-11-24,08:00,64.38,64.38,64.38,64.38,455,1
DE0006916604,PFV,PFEIFFER VACUUM TECH.O.N.,Common stock,EUR,2505061,2020-11-24,08:00,158.2,158.2,158,158.2,31,5
DE0006969603,PUM,PUMA SE,Common stock,EUR,2505067,2020-11-24,08:00,84.88,84.96,84.86,84.88,1510,10
DE0007010803,RAA,RATIONAL AG,Common stock,EUR,2505070,2020-11-24,08:00,777,779,777,778,216,15
DE0007030009,RHM,RHEINMETALL AG,Common stock,EUR,2505071,2020-11-24,08:00,78.2,78.28,78.2,78.28,2425,7
DE0007074007,KWS,KWS SAAT KGAA  INH O.N.,Common stock,EUR,2505075,2020-11-24,08:00,63.6,64.3,63.6,64.3,42,2
DE0007100000,DAI,DAIMLER AG NA O.N.,Common stock,EUR,2505076,2020-11-24,08:00,56.75,56.8,56.62,56.71,52420,43
DE0007164600,SAP,SAP SE O.N.,Common stock,EUR,2505077,2020-11-24,08:00,99.31,99.36,99.14,99.18,59657,76
DE0007165607,SRT,SARTORIUS AG O.N.,Common stock,EUR,2505078,2020-11-24,08:00,349,349,349,349,96,1
DE0007165631,SRT3,SARTORIUS AG VZO O.N.,Common stock,EUR,2505079,2020-11-24,08:00,373.8,374,373.8,374,390,2
DE0007193500,SKB,KOENIG + BAUER AG ST O.N.,Common stock,EUR,2505081,2020-11-24,08:00,23.9,24.06,23.9,24.06,1698,7
DE0007203705,SHF,SNP SCHNEID.-NEUREIT.O.N.,Common stock,EUR,2505083,2020-11-24,08:00,53.7,53.7,53.7,53.7,428,1
DE0007231326,SIX2,SIXT SE ST O.N.,Common stock,EUR,2505085,2020-11-24,08:00,91.75,92.55,91.5,92.55,2629,11
DE0007231334,SIX3,SIXT SE VZO O.N.,Common stock,EUR,2505086,2020-11-24,08:00,56,56.5,56,56.5,2445,4
DE0007236101,SIE,SIEMENS AG  NA O.N.,Common stock,EUR,2505088,2020-11-24,08:00,112.92,113.06,112.82,113.04,28335,58
DE0007257503,CEC,CECONOMY AG  ST O.N.,Common stock,EUR,2505090,2020-11-24,08:00,4.392,4.392,4.392,4.392,921,1
DE0007276503,YSN,SECUNET SECURITY AG O.N.,Common stock,EUR,2505093,2020-11-24,08:00,260,260,258,258,919,2
DE0007297004,SZU,SUEDZUCKER AG  O.N.,Common stock,EUR,2505095,2020-11-24,08:00,13.16,13.16,13.16,13.16,253,1
DE0007446007,TTK,TAKKT AG O.N.,Common stock,EUR,2505097,2020-11-24,08:00,10.1,10.1,10.1,10.1,2,1
DE0007480204,DEQ,DEUTSCHE EUROSHOP NA O.N.,Common stock,EUR,2505102,2020-11-24,08:00,17.63,17.63,17.52,17.52,5031,11
DE0007493991,SAX,STROEER SE + CO. KGAA,Common stock,EUR,2505103,2020-11-24,08:00,74.5,75,74.5,75,751,11
DE0007500001,TKA,THYSSENKRUPP AG O.N.,Common stock,EUR,2505105,2020-11-24,08:00,5.538,5.59,5.538,5.568,158892,34
DE0007664005,VOW,VOLKSWAGEN AG ST O.N.,Common stock,EUR,2505113,2020-11-24,08:00,162.6,162.6,162,162,2555,23
DE0007664039,VOW3,VOLKSWAGEN AG VZO O.N.,Common stock,EUR,2505114,2020-11-24,08:00,151.8,151.9,151.5,151.58,12047,56
DE0007667107,VOS,VOSSLOH AG O.N.,Common stock,EUR,2505115,2020-11-24,08:00,38.2,38.2,38.1,38.2,103,5
DE0008019001,PBB,DT.PFANDBRIEFBK AG,Common stock,EUR,2505126,2020-11-24,08:00,8,8,7.98,7.98,10940,2
DE0008051004,WUW,WUESTENROT+WUERTT.AG O.N.,Common stock,EUR,2505128,2020-11-24,08:00,16.7,16.7,16.7,16.7,147,1
DE0008232125,LHA,LUFTHANSA AG VNA O.N.,Common stock,EUR,2505130,2020-11-24,08:00,9.95,9.976,9.906,9.94,220773,67
DE0008303504,TEG,TAG IMMOBILIEN AG,Common stock,EUR,2505131,2020-11-24,08:00,24.7,24.76,24.68,24.74,2966,18
DE0008402215,HNR1,HANNOVER RUECK SE NA O.N.,Common stock,EUR,2505132,2020-11-24,08:00,144.9,145.5,144.9,145.1,2823,8
DE0008404005,ALV,ALLIANZ SE NA O.N.,Common stock,EUR,2505133,2020-11-24,08:00,198.48,198.6,198.3,198.42,19011,50
DE0008430026,MUV2,MUENCH.RUECKVERS.VNA O.N.,Common stock,EUR,2505134,2020-11-24,08:00,237.4,238.1,237.4,237.9,5469,41
LU0061462528,RRTL,RTL GROUP,Common stock,EUR,2505811,2020-11-24,08:00,39.18,39.18,39.18,39.18,1,1
LU0775917882,GYC,"GRAND CITY PROPERT.EO-,10",Common stock,EUR,2506054,2020-11-24,08:00,19.8,19.8,19.8,19.8,1707,3
LU1066226637,STM,"STABILUS S.A. INH. EO-,01",Common stock,EUR,2506096,2020-11-24,08:00,58.5,58.5,58.5,58.5,7,1
LU1250154413,ADJ,ADLER GROUP S.A. NPV,Common stock,EUR,2506119,2020-11-24,08:00,23.88,23.88,23.88,23.88,1792,1
LU1296758029,CCAP,CORESTATE CAPITAL HLDG,Common stock,EUR,2506149,2020-11-24,08:00,16.87,17.19,16.87,17.05,2501,13
NL0000235190,AIR,AIRBUS,Common stock,EUR,2506257,2020-11-24,08:00,91.78,92.18,91.78,91.95,2232,10
NL0012044747,SAE,SHOP APOTHEKE EUROPE INH.,Common stock,EUR,2506271,2020-11-24,08:00,130.4,130.4,129.8,130.2,3001,14
NL0012169213,QIA,"QIAGEN NV         EO -,01",Common stock,EUR,2506272,2020-11-24,08:00,39.8,39.87,39.8,39.84,2907,7
US0552625057,BASA,BASF SPONS. ADR 1/4,Common stock,EUR,2506440,2020-11-24,08:00,14.8,14.8,14.8,14.8,170,1
US25157Y2028,DPWA,DEUTSCHE POST SPONS.ADR 1,Common stock,EUR,2506472,2020-11-24,08:00,39.6,39.6,39.6,39.6,65,2
DE000A2E4K43,DHER,DELIVERY HERO SE NA O.N.,Common stock,EUR,2518798,2020-11-24,08:00,97.92,98.16,97.88,98.16,3638,22
DE000JST4000,JST,JOST WERKE AG INH.   O.N.,Common stock,EUR,2547456,2020-11-24,08:00,40.05,40.05,40,40,78,2
LU1673108939,AT1,"AROUNDTOWN EO-,01",Common stock,EUR,2653294,2020-11-24,08:00,5.56,5.608,5.56,5.608,52268,12
DE000A2GS401,SOW,SOFTWARE AG  NA O.N.,Common stock,EUR,2696229,2020-11-24,08:00,36.38,36.38,36.3,36.3,1579,5
DE000A161408,HFG,HELLOFRESH SE  INH O.N.,Common stock,EUR,2759535,2020-11-24,08:00,48.02,48.2,47.16,47.34,24709,56
LU1704650164,BFSA,BEFESA S.A. ORD. O.N.,Common stock,EUR,2759536,2020-11-24,08:00,40.55,40.55,40.55,40.55,2404,1
DE000SHL1006,SHL,SIEMENS HEALTH.AG NA O.N.,Common stock,EUR,3058562,2020-11-24,08:00,37.92,37.92,37.78,37.78,4501,7
DE000DWS1007,DWS,DWS GROUP GMBH+CO.KGAA ON,Common stock,EUR,3089123,2020-11-24,08:00,33.49,33.49,33.49,33.49,532,1
DE000A2NB601,JEN,JENOPTIK AG  NA O.N.,Common stock,EUR,3417691,2020-11-24,08:00,26.62,26.62,26.6,26.6,1581,2
DE000A2NBX80,INS,INSTONE REAL EST.GRP O.N.,Common stock,EUR,3422276,2020-11-24,08:00,20.85,20.85,20.8,20.8,182,2
DE000KBX1006,KBX,KNORR-BREMSE AG  INH O.N.,Common stock,EUR,3502744,2020-11-24,08:00,109,109.58,108.98,109.48,890,8
IE00BZ12WP82,LIN,"LINDE PLC        EO 0,001",Common stock,EUR,3553182,2020-11-24,08:00,214.9,215.4,214.9,215.3,10814,32
DE000NWRK013,NWO,NEW WORK SE  NA O.N.,Common stock,EUR,4273745,2020-11-24,08:00,240.5,240.5,240.5,240.5,12,1
DE000A2YN900,TMV,TEAMVIEWER AG  INH O.N.,Common stock,EUR,4427656,2020-11-24,08:00,39.93,39.93,39.72,39.72,12808,38
DE000ZEAL241,TIMA,ZEAL NETWORK SE NA O.N.,Common stock,EUR,4484012,2020-11-24,08:00,40.6,40.6,40.1,40.1,72,2
DE000A288904,COP,COMPUGROUP MED. NA O.N.,Common stock,EUR,5335983,2020-11-24,08:00,77.45,77.65,77.45,77.65,1699,3
DE000SAFH001,SFQ,SAF-HOLLAND SE  INH EO 1,Common stock,EUR,5424088,2020-11-24,08:00,11.02,11.06,11,11.06,9985,14
DE000A0DJ6J9,S92,SMA SOLAR TECHNOL.AG,Common stock,EUR,2504287,2020-11-24,08:01,48,48.2,48,48.2,442,5
DE000A0D6554,NDX1,NORDEX SE O.N.,Common stock,EUR,2504290,2020-11-24,08:01,19.92,19.97,19.91,19.97,4519,13
DE000A0D9PT0,MTX,MTU AERO ENGINES NA O.N.,Common stock,EUR,2504297,2020-11-24,08:01,200.2,201.1,199.7,199.7,2789,28
DE000A0HN5C6,DWNI,DEUTSCHE WOHNEN SE INH,Common stock,EUR,2504314,2020-11-24,08:01,41.33,41.33,41.16,41.16,3943,15
DE000A0LD6E6,GXI,GERRESHEIMER AG,Common stock,EUR,2504380,2020-11-24,08:01,98.85,98.85,98.7,98.7,435,5
DE000A0S8488,HHFA,HAMBURG.HAFEN LOG.A-SP NA,Common stock,EUR,2504409,2020-11-24,08:01,18.44,18.48,18.44,18.48,391,3
DE000A0WMPJ6,AIXA,AIXTRON SE NA O.N.,Common stock,EUR,2504428,2020-11-24,08:01,11.23,11.295,11.19,11.295,13690,26
DE000A1EWWW0,ADS,ADIDAS AG NA O.N.,Common stock,EUR,2504471,2020-11-24,08:01,281.4,281.4,280.7,281.2,804,28
DE000A1J5RX9,O2D,TELEFONICA DTLD HLDG NA,Common stock,EUR,2504492,2020-11-24,08:01,2.296,2.302,2.295,2.302,11112,5
DE000A1ML7J1,VNA,VONOVIA SE NA O.N.,Common stock,EUR,2504501,2020-11-24,08:01,56.46,56.46,56.26,56.26,3704,17
DE000A1MMCC8,ILM1,MEDIOS AG  O.N.,Common stock,EUR,2504502,2020-11-24,08:01,29.4,29.4,29.4,29.4,50,1
DE000A1PHFF7,BOSS,HUGO BOSS AG NA O.N.,Common stock,EUR,2504512,2020-11-24,08:01,26.84,27.05,26.83,27.05,4300,10
DE000A1X3XX4,DIC,DIC ASSET AG NA O.N.,Common stock,EUR,2504532,2020-11-24,08:01,12.5,12.6,12.5,12.56,12196,16
DE000A12DM80,G24,SCOUT24 AG NA O.N.,Common stock,EUR,2504556,2020-11-24,08:01,63.35,63.45,63.35,63.4,715,4
DE000A13SX22,HLE,HELLA GMBH+CO. KGAA O.N.,Common stock,EUR,2504580,2020-11-24,08:01,47.8,47.84,47.8,47.84,217,2
DE000BASF111,BAS,BASF SE NA O.N.,Common stock,EUR,2504663,2020-11-24,08:01,59.2,59.26,59.17,59.26,4578,19
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2504664,2020-11-24,08:01,47.755,47.97,47.755,47.97,6612,43
DE000CBK1001,CBK,COMMERZBANK AG,Common stock,EUR,2504665,2020-11-24,08:01,5.294,5.32,5.294,5.314,94538,22
DE000ENAG999,EOAN,E.ON SE NA O.N.,Common stock,EUR,2504666,2020-11-24,08:01,9.058,9.06,9.054,9.06,8068,9
DE000EVNK013,EVK,EVONIK INDUSTRIES NA O.N.,Common stock,EUR,2504806,2020-11-24,08:01,24.65,24.67,24.61,24.67,2072,7
DE000KGX8881,KGX,KION GROUP AG,Common stock,EUR,2504811,2020-11-24,08:01,68.38,68.86,68.38,68.66,1124,23
DE000KSAG888,SDF,K+S AG NA O.N.,Common stock,EUR,2504812,2020-11-24,08:01,7.118,7.2,7.116,7.2,17425,14
DE000LEG1110,LEG,LEG IMMOBILIEN AG NA O.N.,Common stock,EUR,2504814,2020-11-24,08:01,116.58,116.58,116.44,116.44,149,6
DE000SHA0159,SHA,SCHAEFFLER AG INH. VZO,Common stock,EUR,2504849,2020-11-24,08:01,6.275,6.275,6.275,6.275,2442,6
DE000TLX1005,TLX,TALANX AG NA O.N.,Common stock,EUR,2504854,2020-11-24,08:01,31.06,31.08,31.06,31.06,754,6
DE000UNSE018,UN01,UNIPER SE  NA O.N.,Common stock,EUR,2504856,2020-11-24,08:01,28.42,28.44,28.42,28.44,253,5
DE000WACK012,WAC,WACKER NEUSON SE NA O.N.,Common stock,EUR,2504858,2020-11-24,08:01,16.04,16.24,16.04,16.24,4154,18
DE000WAF3001,WAF,SILTRONIC AG NA O.N.,Common stock,EUR,2504859,2020-11-24,08:01,97.82,99.02,97.82,99.02,5709,27
DE0005089031,UTDI,UTD.INTERNET AG NA,Common stock,EUR,2504878,2020-11-24,08:01,32.93,32.93,32.91,32.91,475,4
DE0005140008,DBK,DEUTSCHE BANK AG NA O.N.,Common stock,EUR,2504888,2020-11-24,08:01,9.368,9.386,9.368,9.385,61178,52
DE0005158703,BC8,BECHTLE AG O.N.,Common stock,EUR,2504894,2020-11-24,08:01,181.9,181.9,181.4,181.4,370,9
DE0005190003,BMW,BAY.MOTOREN WERKE AG ST,Common stock,EUR,2504900,2020-11-24,08:01,74.82,74.93,74.75,74.89,12013,39
DE0005190037,BMW3,BAY.MOTOREN WERKE  VZO,Common stock,EUR,2504901,2020-11-24,08:01,55.5,55.55,55.5,55.55,316,4
DE0005200000,BEI,BEIERSDORF AG O.N.,Common stock,EUR,2504906,2020-11-24,08:01,95.9,96,95.9,96,361,8
DE0005313704,AFX,CARL ZEISS MEDITEC AG,Common stock,EUR,2504922,2020-11-24,08:01,115.6,115.6,115.6,115.6,46,2
DE0005408116,ARL,AAREAL BANK AG,Common stock,EUR,2504927,2020-11-24,08:01,19.81,19.81,19.81,19.81,44,1
DE0005419105,COK,CANCOM SE O.N.,Common stock,EUR,2504930,2020-11-24,08:01,44.54,44.54,44.54,44.54,95,2
DE0005470306,EVD,CTS EVENTIM KGAA,Common stock,EUR,2504934,2020-11-24,08:01,51.15,51.25,51.15,51.2,732,6
